439,AKRON - CANTON,NEW PHILADELPHIA,OH,450,,,,875,1100
440,COLUMBUS,GROVE CITY,OH,450,,,,875,1100
441,CINCINNATI,WEST CHESTER,OH,450,,,,875,1100
442,CLEVELAND,LORAIN,OH,450,,,,875,1100
443,CINCINNATI SOUTH,AMELIA,OH,450,,,,875,1100
444,DAYTON,DAYTON,OH,450,,,,875,1100
445,LIMA,LIMA,OH,450,,,,875,1100
446,CINCINNATI,HAMILTON,OH,450,,,,875,1100
447,OHIO,GROVE CITY,OH,450,,,,875,1100
448,DAYTON,DAYTON,OH,450,,,,875,1100
449,CLEVELAND,NORTHFIELD,OH,450,,,,875,1100
450,CINCINNATI,FRANKLIN,OH,450,,,,875,1100
451,OKLAHOMA CITY,OKLAHOMA CITY,OK,,,400,,975,1200
452,TULSA,TULSA,OK,,,400,,975,1200
453,OKLAHOMA CITY,OKLAHOMA CITY,OK,,,400,,975,1200
454,TULSA,TULSA,OK,,,400,,975,1200
455,EUGENE,EUGENE,OR,,,,525,1050,1400
456,PORTLAND,PORTLAND,OR,,,,525,1050,1400
457,WOODBURN,WOODBURN,OR,,,,525,1050,1400
458,EUGENE,EUGENE,OR,,,,525,1050,1400
459,PORTLAND,PORTLAND,OR,,,,525,1050,1400
460,PORTLAND,PORTLAND,OR,,,,525,1050,1400
461,ALTOONA,EBENSBURG,PA,375,,,,875,1100
462,CHAMBERSBURG,CHAMBERSBURG,PA,375,,,,875,1100
463,HARRISBURG,GRANTVILLE,PA,300,,,,875,1100
464,PHILADELPHIA,PENNSBURG,PA,200,,,,875,1100
465,Bridgeport,Bridgeport,PA,200,,,,875,1100
466,PITTSBURGH NORTH,ELLWOOD CITY,PA,400,,,,875,1100
467,PITTSBURGH SOUTH,WEST MIFFLIN,PA,400,,,,875,1100
468,YORK HAVEN,YORK HAVEN,PA,300,,,,875,1100
469,ALTOONA,EAST FREEDOM,PA,375,,,,875,1100
470,ERIE,GARLAND,PA,475,,,,875,1100
471,HARRISBURG,MANCHESTER,PA,325,,,,875,1100
472,PHILADELPHIA,CONSHOHOCKEN,PA,200,,,,875,1100
473,PITTSBURGH SOUTH,MOUNTAIN MORRIS,PA,400,,,,875,1100
474,Pittsburgh-North,GIBSONIA,PA,400,,,,875,1100
475,SCRANTON,PITTSTON,PA,275,,,,875,1100
476,CENTRAL PENN,GRANTVILLE,PA,275,,,,875,1100
477,PENNSYLVANIA,MANHEIM,PA,275,,,,875,1100
478,PHILADELPHIA,HATFIELD,PA,275,,,,875,1100
479,PITTSBURGH,CRANBERRY,PA,400,,,,875,1100
480,PA,YORK,PA,350,,,,875,1100
481,York Springs,York Springs,PA,275,,,,875,1100
482,PITTSBURGH,MERCER,PA,300,,,,875,1100
483,PHILADELPHIA EAST,CHALFONT,PA,250,,,,875,1100
484,COLUMBIA,GASTON,SC,,275,,,875,1100
485,GREER,GREER,SC,,275,,,875,1100
486,CHARLESTON,RAVENEL,SC,,275,,,875,1100
487,GREENVILLE,GREENVILLE,SC,,275,,,875,1100
488,DARLINGTON,DARLINGTON,SC,,275,,,875,1100
489,SIOUX FALLS,TEA,SD,900,,,,875,1100
490,SIOUX FALLS,TEA,SD,900,,,,875,1100
491,Sioux Falls,Sioux Falls,SD,900,,,,875,1100
492,KNOXVILLE,MADISONVILLE,TN,,400,,,875,1100
493,MEMPHIS,MEMPHIS,TN,,400,,,875,1100
494,NASHVILLE,LEBANON,TN,,400,,,875,1100
495,CHATTANOOGA,CHATTANOOGA,TN,,400,,,875,1100
496,KNOXVILLE,KNOXVILLE,TN,,400,,,875,1100
497,MEMPHIS,MEMPHIS,TN,,425,,,875,1100
498,NASHVILLE,NASHVILLE,TN,,400,,,875,1100
499,NASHVILLE,MOUNTAINE JULIET,TN,,CONTACT,,,875,1100
500,TENNESSEE,NASHVILLE,TN,,400,,,875,1100
501,KNOXVILLE,LENOIR CITY,TN,,CONTACT,,,875,1100
502,MEMPHIS,MEMPHIS,TN,,400,,,875,1100
503,NASHVILLE,OLD HICKORY,TN,,CONTACT,,,875,1100
504,ABILENE,ABILENE,TX,,,375,,975,1200
505,AMARILLO,AMARILLO,TX,,,450,,975,1200
506,AUSTIN,NEW BRAUNFELS,TX,,,250,,975,1200
507,CORPUS CHRISTI,CORPUS CHRISTI,TX,,,300,,975,1200
508,DALLAS,GRAND PRAIRIE,TX,,,275,,975,1200
509,EL PASO,EL PASO,TX,,,450,,975,1200
510,FORT WORTH,HASLET,TX,,,275,,975,1200
511,HOUSTON,HOUSTON,TX,,,125,,975,1200
512,KEMAH,KEMAH,TX,,,CONTACT,,975,1200
513,LONGVIEW,LONGVIEW,TX,,,275,,975,1200
514,LUFKIN,LUFKIN,TX,,,275,,975,1200
515,MCALLEN,MERCEDES,TX,,,325,,975,1200
516,AUSTIN,AUSTIN,TX,,,250,,975,1200
517,CORPUS CHRISTI,CORPUS CHRISTI,TX,,,325,,975,1200
518,FORT WORTH,GRAND PRAIRIE,TX,,,275,,975,1200
519,DALLAS SOUTH,WILMER,TX,,,275,,975,1200
520,EL PASO,EL PASO,TX,,,400,,975,1200
521,HOUSTON NORTH,HOUSTON,TX,,,125,,975,1200
522,HOUSTON,HOUSTON,TX,,,125,,975,1200
523,LONGVIEW,LONGVIEW,TX,,,275,,975,1200
524,PERMIAN BASIN,ODESSA,TX,,,400,,975,1200
525,SAN ANTONIO SOUTH,SAN ANTONIO,TX,,,275,,975,1200
526,SAN ANTONIO,SAN ANTONIO,TX,,,275,,975,1200
527,DALLAS,DALLAS,TX,,,275,,975,1200
528,DALLAS - FORT WORTH,EULESS,TX,,,375,,975,1200
529,EL PASO,EL PASO,TX,,,500,,975,1200
530,HOUSTON,HOUSTON,TX,,,125,,975,1200
531,METRO DALLAS,GRAND PRAIRIE,TX,,,275,,975,1200
532,SAN ANTONIO,SAN ANTONIO,TX,,,275,,975,1200
533,TEXAS HOBBY,HOUSTON,TX,,,125,,975,1200
534,HOUSTON,HOUSTON,TX,,,125,,975,1200
535,SAN ANTONIO,SAN ANTONIO,TX,,,325,,975,1200
536,DALLAS,HUTCHINS,TX,,,375,,975,1200
537,AUSTIN,AUSTIN,TX,,,250,,975,1200
538,SAN ANTONIO,SAN ANTONIO,TX,,,325,,975,1200
539,ANDREWS,ANDREWS,TX,,,450,,975,1200
540,LUBBOCK,LUBBOCK,TX,,,450,,975,1200
541,Fort Worth North,Justin,TX,,,325,,975,1200
542,Austin,Dale,TX,,,250,,975,1200
543,SALT LAKE CITY,NORTH SALT LAKE,UT,1050,CONTACT,CONTACT,450,1050,1400
544,SALT LAKE CITY,OGDEN,UT,1050,CONTACT,CONTACT,450,1050,1400
545,UTAH,WOODS CROSS,UT,1050,CONTACT,CONTACT,450,1050,1400
546,Culpeper,Culpeper,VA,375,CONTACT,CONTACT,CONTACT,875,1100
547,Northern Virginia,Fredericksburg,VA,350,CONTACT,CONTACT,CONTACT,875,1100
548,Pulaski,Pulaski,VA,375,500,CONTACT,CONTACT,875,1100
549,Richmond,Ashland,VA,375,CONTACT,CONTACT,CONTACT,875,1100
550,Suffolk,Suffolk,VA,375,500,CONTACT,CONTACT,875,1100
551,Tidewater,Yorktown,VA,375,500,CONTACT,CONTACT,875,1100
552,DANVILLE,CHATHAM,VA,375,CONTACT,CONTACT,CONTACT,875,1100
553,HAMPTON,HAMPTON,VA,375,CONTACT,CONTACT,CONTACT,875,1100
554,RICHMOND,SANDSTON,VA,375,CONTACT,CONTACT,CONTACT,875,1100
555,BURLINGTON,ESSEX,VT,500,CONTACT,CONTACT,CONTACT,875,1100
556,GRAHAM,GRAHAM,WA,,,,800,1050,1400
557,NORTH SEATTLE,ARLINGTON,WA,,,,675,1050,1400
558,PASCO,PASCO,WA,,,,800,1050,1400
559,SPOKANE,AIRWAY HEIGHTS,WA,,,,800,1050,1400
560,SPOKANE,SPOKANE,WA,,,,800,1050,1400
561,SEATTLE,TUKWILA,WA,,,,675,1050,1400
562,SEATTLE,KENT,WA,,,,675,1050,1400
563,SEATTLE,AUBURN,WA,,,,675,1050,1400
564,CHARLESTON,HURRICANE,WV,550,,,,875,1100
565,BUCKHANNON,BUCKHANNON,WV,550,,,,875,1100
566,SHADY SPRING,Shady Spring,WV,550,,,,875,1100
567,MADISON,MADISON,WI,525,,,,875,1100
568,MILWAUKEE,CUDAHY,WI,525,,,,875,1100
569,APPLETON,APPLETON,WI,525,,,,875,1100
570,MILWAUKEE,SUSSEX,WI,525,,,,875,1100
571,MILWAUKEE,CALEDONIA,WI,525,,,,875,1100
572,WISCONSIN,PORTAGE,WI,525,CONTACT,CONTACT,CONTACT,875,1100
